date,T_max_C,T_min_C,T_mean_C,RH_mean_pct,wind_2m_ms,Rs_MJm2day,precip_mm,ET0_OM_mm_day,precip_hours
2015-01-01,34.1,18.5,25.8,23,2.44,21.1,0.0,6.23,0.0
2015-01-02,34.3,19.9,26.5,24,2.74,21.34,0.0,6.49,0.0
2015-01-03,34.1,19.3,25.9,25,2.9,21.61,0.0,6.58,0.0
2015-01-04,32.8,19.6,25.3,22,3.07,21.8,0.0,6.82,0.0
2015-01-05,32.8,18.3,24.5,23,2.91,21.99,0.0,6.56,0.0
2015-01-06,32.8,16.8,24.2,24,2.33,22.11,0.0,6.04,0.0
2015-01-07,33.1,17.2,24.4,24,2.47,22.15,0.0,6.18,0.0
2015-01-08,33.7,17.0,24.9,27,2.32,22.06,0.0,6.01,0.0
2015-01-09,34.4,18.8,25.7,24,3.03,21.99,0.0,6.84,0.0
2015-01-10,32.6,19.1,24.8,19,3.27,22.4,0.0,7.08,0.0
2015-01-11,33.0,18.4,24.6,19,2.75,22.52,0.0,6.62,0.0
2015-01-12,32.0,17.7,23.9,19,2.94,22.64,0.0,6.75,0.0
2015-01-13,31.9,17.1,23.5,20,2.76,22.62,0.0,6.51,0.0
2015-01-14,33.7,16.9,24.6,21,2.28,22.65,0.0,6.15,0.0
2015-01-15,34.2,17.3,25.3,25,2.39,22.32,0.0,6.22,0.0
2015-01-16,34.9,17.3,25.9,26,2.19,22.19,0.0,6.11,0.0
2015-01-17,35.3,18.4,26.8,24,2.28,22.27,0.0,6.37,0.0
2015-01-18,36.1,19.6,27.4,20,2.27,22.37,0.0,6.54,0.0
2015-01-19,35.4,18.5,27.2,23,1.8,22.53,0.0,5.98,0.0
2015-01-20,35.8,17.4,26.9,28,1.41,22.56,0.0,5.49,0.0
2015-01-21,34.9,18.9,27.1,44,1.06,20.21,0.0,4.55,0.0
2015-01-22,35.6,22.1,28.3,47,2.01,20.57,0.0,5.5,0.0
2015-01-23,37.6,19.6,28.6,24,2.1,22.46,0.0,6.44,0.0
2015-01-24,37.0,18.4,28.1,25,1.91,22.71,0.0,6.15,0.0
2015-01-25,35.4,20.5,27.5,42,1.42,21.37,0.0,5.22,0.0
2015-01-26,34.8,22.1,28.2,47,1.9,20.49,0.0,5.32,0.0
2015-01-27,36.9,21.1,28.4,27,1.97,22.72,0.0,6.33,0.0
2015-01-28,36.5,19.6,28.0,21,2.59,23.02,0.0,7.04,0.0
2015-01-29,36.6,19.9,28.1,22,2.25,22.95,0.0,6.61,0.0
2015-01-30,36.1,19.0,27.9,36,1.27,22.21,0.0,5.33,0.0
2015-01-31,36.0,21.8,28.7,48,1.59,22.01,0.0,5.45,0.0
2015-02-01,37.1,22.7,29.5,42,1.74,21.57,0.0,5.72,0.0
2015-02-02,37.5,20.2,29.0,35,1.27,22.65,0.0,5.52,0.0
2015-02-03,37.0,21.5,29.1,45,1.71,20.1,0.0,5.21,0.0
2015-02-04,37.1,23.0,29.7,50,1.85,19.6,0.0,5.08,0.0
2015-02-05,37.4,24.2,30.2,51,1.95,20.33,0.0,5.37,0.0
2015-02-06,36.6,24.0,30.1,53,1.86,19.77,0.0,5.09,0.0
2015-02-07,36.5,24.6,30.1,52,1.92,20.31,0.0,5.29,0.0
2015-02-08,38.2,23.0,30.1,49,1.71,21.0,0.0,5.38,0.0
2015-02-09,37.3,23.9,30.1,53,2.07,21.38,0.0,5.51,0.0
2015-02-10,37.4,25.2,30.5,52,1.97,20.47,0.2,5.31,1.0
2015-02-11,36.5,25.2,29.9,58,2.12,19.18,0.0,4.99,0.0
2015-02-12,34.6,24.2,28.6,63,1.76,14.49,0.0,3.83,0.0
2015-02-13,36.9,23.7,29.7,53,1.84,21.23,0.0,5.3,0.0
2015-02-14,36.8,23.3,29.6,51,1.89,21.48,0.0,5.47,0.0
2015-02-15,36.5,24.3,29.7,56,2.18,20.56,0.0,5.32,0.0
2015-02-16,34.8,24.3,29.1,63,2.33,20.03,0.0,5.03,0.0
2015-02-17,35.7,24.4,29.5,58,1.65,20.47,0.0,4.96,0.0
2015-02-18,36.4,23.2,29.4,56,2.02,21.38,0.0,5.48,0.0
2015-02-19,35.2,24.7,27.6,72,2.16,18.62,7.4,4.36,5.0
2015-02-20,32.3,23.6,26.6,79,1.87,17.1,16.4,3.76,8.0
2015-02-21,31.9,22.5,25.8,84,1.31,17.7,10.7,3.73,13.0
2015-02-22,31.5,22.2,25.9,75,1.78,15.16,0.8,3.51,4.0
2015-02-23,33.5,22.0,27.2,50,2.71,21.01,0.0,5.76,0.0
2015-02-24,35.3,21.1,27.7,33,2.67,23.77,0.0,6.87,0.0
2015-02-25,35.5,20.7,27.9,35,2.15,23.9,0.0,6.43,0.0
2015-02-26,35.5,20.2,27.9,28,2.35,24.81,0.0,6.89,0.0
2015-02-27,34.8,18.2,26.5,28,2.89,24.45,0.0,7.14,0.0
2015-02-28,35.5,19.2,27.0,37,2.18,24.42,0.0,6.6,0.0
2015-03-01,36.0,19.8,27.8,20,2.98,25.35,0.0,7.88,0.0
2015-03-02,36.1,20.0,28.1,21,2.65,25.19,0.0,7.57,0.0
2015-03-03,35.9,19.7,28.0,25,2.11,23.35,0.0,6.53,0.0
2015-03-04,36.2,19.8,28.1,47,1.4,23.84,0.0,5.68,0.0
2015-03-05,36.6,23.2,29.6,49,1.56,23.64,0.0,5.83,0.0
2015-03-06,37.1,22.9,29.5,45,1.82,24.08,0.0,6.3,0.0
2015-03-07,37.3,21.3,29.1,41,1.51,24.59,0.0,6.07,0.0
2015-03-08,37.1,22.0,29.2,43,1.66,23.99,0.0,6.17,0.0
2015-03-09,36.9,21.1,28.9,40,2.02,24.04,0.0,6.51,0.0
2015-03-10,37.5,21.1,29.4,44,1.71,23.11,0.0,5.91,0.0
2015-03-11,37.9,23.4,29.9,51,1.91,23.22,0.0,5.87,0.0
2015-03-12,37.7,24.9,29.6,57,1.77,22.53,3.3,5.52,4.0
2015-03-13,33.9,24.3,28.1,69,1.97,19.85,0.9,4.69,3.0
2015-03-14,36.7,23.9,29.7,59,1.66,23.06,0.0,5.59,0.0
2015-03-15,37.3,24.5,30.2,55,2.08,23.56,0.0,5.98,0.0
2015-03-16,36.9,25.2,29.8,60,2.27,22.06,1.7,5.64,1.0
2015-03-17,34.5,25.3,28.1,74,2.35,18.96,13.2,4.49,7.0
2015-03-18,33.1,22.7,27.2,69,2.21,16.17,0.0,3.86,0.0
2015-03-19,35.7,23.6,29.0,63,1.59,22.04,0.0,5.17,0.0
2015-03-20,34.4,24.6,29.1,63,2.03,20.08,0.1,4.96,1.0
2015-03-21,34.6,24.6,28.0,72,2.08,20.41,10.0,4.72,5.0
2015-03-22,36.0,23.7,28.2,72,2.34,22.9,1.2,5.25,2.0
2015-03-23,34.7,24.4,28.7,70,2.34,21.8,0.2,5.11,1.0
2015-03-24,34.7,23.9,28.2,73,2.47,22.2,11.0,5.17,10.0
2015-03-25,30.5,22.9,26.2,82,1.84,13.48,2.6,2.98,7.0
2015-03-26,34.5,23.7,27.0,80,1.63,18.57,12.1,4.09,3.0
2015-03-27,32.4,23.8,27.2,78,2.24,19.03,1.0,4.26,4.0
2015-03-28,34.2,23.6,28.4,67,1.96,21.4,0.0,5.06,0.0
2015-03-29,34.1,23.4,28.5,62,2.33,23.52,0.0,5.66,0.0
2015-03-30,33.0,22.4,27.9,64,2.12,22.06,0.3,5.26,2.0
2015-03-31,31.8,23.6,26.7,74,1.87,17.92,5.2,4.06,3.0
2015-04-01,33.1,23.4,26.6,72,2.08,18.49,4.9,4.24,2.0
2015-04-02,30.6,22.8,26.3,67,1.14,10.07,0.0,2.51,0.0
2015-04-03,36.7,23.4,29.4,52,1.26,25.64,0.0,6.01,0.0
2015-04-04,34.7,23.4,28.2,63,1.96,22.09,0.3,5.33,1.0
2015-04-05,33.7,23.8,27.4,75,2.45,20.75,5.4,4.75,4.0
2015-04-06,34.1,22.9,26.4,82,1.94,18.03,7.5,3.96,7.0
2015-04-07,35.9,23.5,28.2,74,1.62,23.27,1.0,5.15,2.0
2015-04-08,33.5,23.6,27.6,75,2.19,17.72,0.5,4.09,3.0
2015-04-09,36.1,23.8,29.0,68,2.17,23.38,0.0,5.49,0.0
2015-04-10,33.9,23.6,28.3,68,2.3,20.45,0.0,4.86,0.0
2015-04-11,34.3,24.1,27.8,74,1.92,20.37,4.6,4.63,6.0
2015-04-12,33.6,23.6,27.5,76,1.54,20.31,1.1,4.42,3.0
2015-04-13,35.4,23.1,28.9,63,1.38,25.34,0.0,5.74,0.0
2015-04-14,36.5,23.0,29.1,43,1.51,27.05,0.0,6.42,0.0
2015-04-15,36.6,19.0,28.0,39,1.2,28.03,0.0,6.36,0.0
2015-04-16,35.6,20.8,28.2,47,1.41,26.97,0.0,6.28,0.0
2015-04-17,35.9,20.8,28.7,54,1.37,25.37,0.0,5.81,0.0
2015-04-18,34.9,23.4,29.1,58,1.61,22.73,0.0,5.43,0.0
2015-04-19,35.6,23.9,29.5,60,1.97,23.7,0.0,5.76,0.0
2015-04-20,36.7,24.5,30.0,60,1.96,24.22,0.0,5.79,0.0
2015-04-21,35.5,24.6,29.7,63,1.96,22.9,0.1,5.51,1.0
2015-04-22,35.4,24.8,29.3,67,2.17,23.76,1.2,5.61,2.0
2015-04-23,36.1,24.6,29.3,66,2.42,24.16,0.0,5.78,0.0
2015-04-24,36.6,24.6,29.9,62,2.18,23.72,0.0,5.82,0.0
2015-04-25,35.8,25.2,29.1,66,2.21,21.75,1.4,5.21,2.0
2015-04-26,36.6,25.0,29.8,60,2.29,22.9,0.0,5.78,0.0
2015-04-27,35.3,24.6,28.7,66,1.93,22.74,1.7,5.26,3.0
2015-04-28,35.6,24.3,28.8,66,2.11,23.0,0.8,5.41,1.0
2015-04-29,36.3,24.3,29.4,64,2.18,23.5,0.0,5.58,0.0
2015-04-30,35.7,24.9,29.8,63,2.29,22.79,0.1,5.62,1.0
2015-05-01,36.4,25.1,28.9,68,2.28,23.55,3.2,5.52,5.0
2015-05-02,36.6,24.6,28.6,71,2.05,23.6,4.9,5.39,3.0
2015-05-03,35.7,23.4,28.1,74,2.71,22.44,20.1,5.17,6.0
2015-05-04,32.8,23.0,26.6,83,2.48,18.18,13.9,4.0,12.0
2015-05-05,29.9,23.2,25.9,84,1.82,14.58,4.2,3.17,7.0
2015-05-06,34.2,23.5,28.0,72,1.59,21.43,0.5,4.77,2.0
2015-05-07,35.9,24.2,28.8,69,2.39,24.9,0.7,5.74,2.0
2015-05-08,35.4,24.4,28.6,71,2.61,23.26,2.5,5.41,4.0
2015-05-09,32.9,23.8,28.2,74,2.19,21.66,1.3,4.86,3.0
2015-05-10,31.9,24.3,27.5,77,2.48,22.02,2.8,4.8,7.0
2015-05-11,32.6,24.1,27.3,80,1.96,21.53,3.2,4.56,3.0
2015-05-12,33.1,24.3,27.7,80,1.76,21.89,7.1,4.69,9.0
2015-05-13,33.7,24.1,28.1,75,1.87,20.02,0.3,4.4,1.0
2015-05-14,33.8,24.8,28.0,75,2.13,20.87,6.8,4.68,4.0
2015-05-15,30.7,23.7,26.9,80,1.77,16.2,1.1,3.51,2.0
2015-05-16,34.0,23.3,27.8,71,1.43,18.25,0.7,4.27,2.0
2015-05-17,32.6,24.8,27.8,74,1.99,20.35,1.2,4.63,3.0
2015-05-18,33.9,24.3,28.1,75,2.25,20.39,0.1,4.65,1.0
2015-05-19,32.2,24.6,27.7,75,2.61,18.73,0.1,4.24,1.0
2015-05-20,32.5,24.3,28.1,76,1.74,21.37,0.7,4.67,3.0
2015-05-21,32.2,24.5,27.5,79,2.2,18.99,1.2,4.13,1.0
2015-05-22,32.7,24.1,27.8,77,1.84,19.77,0.5,4.34,3.0
2015-05-23,29.3,23.5,25.3,85,2.6,12.54,11.0,2.71,5.0
2015-05-24,32.7,23.2,27.1,76,2.34,22.11,0.5,4.81,1.0
2015-05-25,35.1,24.0,28.7,70,1.49,24.23,0.6,5.34,2.0
2015-05-26,33.9,24.4,28.5,73,2.57,21.2,0.4,4.9,2.0
2015-05-27,31.3,24.3,27.1,78,2.42,17.25,1.5,3.87,6.0
2015-05-28,31.4,23.0,26.3,80,2.07,16.78,2.5,3.67,3.0
2015-05-29,32.8,23.1,27.2,76,2.55,19.34,0.0,4.42,0.0
2015-05-30,32.6,23.7,27.4,74,2.18,19.08,0.2,4.29,1.0
2015-05-31,31.7,23.8,26.9,78,2.59,15.8,2.5,3.65,3.0
2015-06-01,32.7,23.4,27.4,73,2.47,17.71,0.0,4.21,0.0
2015-06-02,32.3,24.0,27.0,76,2.44,17.5,2.3,3.99,2.0
2015-06-03,30.4,23.5,25.9,82,1.71,14.31,1.8,3.04,5.0
2015-06-04,30.5,22.7,25.5,83,1.72,16.57,9.1,3.54,9.0
2015-06-05,29.5,23.1,25.7,81,2.53,12.6,1.5,2.86,3.0
2015-06-06,29.8,23.3,26.2,79,2.49,13.65,0.3,3.13,2.0
2015-06-07,33.9,23.2,27.3,73,2.22,20.11,1.4,4.55,1.0
2015-06-08,31.8,23.4,26.9,76,2.24,18.01,1.0,4.05,4.0
2015-06-09,31.0,23.2,25.5,84,2.19,16.67,7.6,3.5,8.0
2015-06-10,31.1,23.0,25.7,82,1.87,17.54,5.3,3.71,7.0
2015-06-11,30.3,22.4,25.9,82,1.86,13.67,0.0,2.94,0.0
2015-06-12,32.5,23.0,26.6,79,2.08,17.1,7.4,3.73,4.0
2015-06-13,29.8,22.0,25.5,82,1.93,14.87,0.9,3.13,5.0
2015-06-14,30.1,22.5,25.2,83,2.24,15.61,4.3,3.31,5.0
2015-06-15,30.3,21.9,25.8,77,1.97,16.0,0.0,3.53,0.0
2015-06-16,28.7,22.8,25.0,85,2.38,12.67,4.4,2.71,9.0
2015-06-17,31.0,22.1,25.8,80,2.01,17.89,0.3,3.76,3.0
2015-06-18,30.5,22.8,26.2,78,2.43,15.97,0.7,3.58,1.0
2015-06-19,31.2,22.6,26.0,81,2.33,16.17,0.7,3.49,2.0
2015-06-20,30.4,22.8,25.5,82,2.21,17.39,1.4,3.69,3.0
2015-06-21,29.5,22.1,24.8,86,2.39,14.8,1.9,3.13,7.0
2015-06-22,29.4,21.5,25.2,81,2.2,12.99,0.1,2.87,1.0
2015-06-23,30.6,23.1,26.2,76,2.49,15.69,0.1,3.58,1.0
2015-06-24,31.1,22.9,26.3,77,2.5,19.89,1.0,4.32,5.0
2015-06-25,31.2,22.0,26.3,77,2.63,21.04,4.3,4.54,6.0
2015-06-26,31.2,22.9,26.2,77,2.52,17.49,0.7,3.89,5.0
2015-06-27,29.3,22.2,24.9,86,2.27,15.85,9.1,3.21,9.0
2015-06-28,28.8,22.5,25.0,85,2.29,16.3,3.9,3.35,6.0
2015-06-29,30.5,22.5,25.7,80,2.29,19.35,0.6,4.06,2.0
2015-06-30,30.2,22.6,25.8,79,2.38,18.08,0.4,3.89,1.0
2015-07-01,30.9,22.4,26.1,76,2.4,16.45,0.2,3.72,2.0
2015-07-02,30.3,23.1,26.0,79,2.24,18.61,2.5,3.97,4.0
2015-07-03,27.7,22.2,24.0,91,1.9,10.92,11.0,2.23,14.0
2015-07-04,30.3,21.9,25.2,83,1.68,17.89,2.0,3.71,4.0
2015-07-05,31.6,21.9,25.8,81,1.46,19.42,2.4,4.05,5.0
2015-07-06,31.1,22.0,25.5,83,1.5,18.36,3.8,3.8,3.0
2015-07-07,31.9,21.6,25.5,86,1.12,21.23,7.6,4.33,6.0
2015-07-08,31.3,22.5,26.3,83,1.01,19.92,2.0,4.12,6.0
2015-07-09,30.3,22.8,25.3,88,0.99,13.85,7.8,2.87,10.0
2015-07-10,29.9,22.4,24.8,91,1.01,15.87,17.0,3.25,14.0
2015-07-11,31.1,21.7,24.9,88,1.36,19.8,14.2,4.02,5.0
2015-07-12,28.3,22.3,24.9,88,1.34,14.62,14.3,2.95,6.0
2015-07-13,29.3,22.1,25.0,84,1.79,13.59,0.5,2.94,4.0
2015-07-14,29.9,21.7,25.2,81,2.08,16.51,1.2,3.47,5.0
2015-07-15,30.7,22.0,25.3,83,2.11,20.17,8.7,4.14,3.0
2015-07-16,29.9,21.9,25.0,82,2.1,19.7,1.7,4.01,6.0
2015-07-17,30.7,21.9,25.4,83,1.47,18.18,2.7,3.73,7.0
2015-07-18,31.6,22.9,26.0,83,1.81,20.51,6.8,4.27,4.0
2015-07-19,30.6,22.7,25.7,83,2.68,18.51,5.0,3.86,10.0
2015-07-20,26.1,21.9,23.2,93,2.38,9.31,10.9,1.84,19.0
2015-07-21,27.6,21.0,23.5,88,1.99,14.46,11.5,2.88,13.0
2015-07-22,30.1,21.3,24.5,83,1.94,19.3,2.6,3.95,7.0
2015-07-23,29.8,21.4,24.5,86,1.57,18.91,2.4,3.81,7.0
2015-07-24,29.2,22.2,24.5,85,1.99,16.43,5.4,3.3,5.0
2015-07-25,28.4,21.3,24.3,84,1.93,16.82,7.3,3.35,11.0
2015-07-26,29.7,21.6,24.8,81,2.01,18.95,0.9,3.91,3.0
2015-07-27,28.6,21.8,24.1,88,1.97,15.49,10.3,3.12,12.0
2015-07-28,27.6,21.3,23.7,86,2.1,13.85,4.1,2.81,10.0
2015-07-29,26.9,21.4,23.8,81,1.84,9.18,0.0,2.15,0.0
2015-07-30,30.0,21.5,24.6,82,1.79,20.45,4.9,4.13,3.0
2015-07-31,29.6,21.5,24.4,82,2.11,19.11,2.2,3.85,5.0
2015-08-01,29.8,21.6,25.0,80,1.66,18.36,0.7,3.77,2.0
2015-08-02,26.2,21.6,23.4,94,1.32,10.63,20.3,2.09,16.0
2015-08-03,27.0,21.3,24.2,87,1.71,15.43,5.3,3.05,5.0
2015-08-04,28.4,21.8,24.4,86,1.93,16.78,7.0,3.38,6.0
2015-08-05,27.2,22.0,23.7,89,1.79,13.4,9.7,2.67,7.0
2015-08-06,28.8,21.2,24.4,86,1.32,17.27,9.2,3.47,9.0
2015-08-07,27.7,21.5,23.4,91,1.5,11.54,9.3,2.34,17.0
2015-08-08,27.1,21.1,23.8,88,1.37,14.4,7.1,2.84,11.0
2015-08-09,28.4,21.3,24.2,87,1.2,14.2,5.8,2.91,12.0
2015-08-10,22.9,21.4,22.0,98,2.36,4.26,40.4,0.84,21.0
2015-08-11,29.7,21.4,24.6,82,2.17,17.85,1.5,3.65,6.0
2015-08-12,30.0,21.7,24.8,85,1.42,17.44,7.5,3.61,14.0
2015-08-13,29.5,21.7,24.8,87,1.46,18.96,4.6,3.82,13.0
2015-08-14,31.4,22.1,25.4,85,1.45,19.68,14.1,4.08,8.0
2015-08-15,29.6,21.8,24.3,90,1.78,17.54,26.1,3.48,22.0
2015-08-16,28.3,21.9,24.9,83,1.94,16.91,3.7,3.47,9.0
2015-08-17,27.1,22.1,24.0,89,1.51,11.42,7.9,2.31,12.0
2015-08-18,27.6,21.5,23.8,88,1.81,13.13,6.3,2.66,16.0
2015-08-19,29.7,21.3,24.6,86,1.02,18.73,3.6,3.76,8.0
2015-08-20,25.6,21.8,23.5,92,1.08,10.34,14.2,2.09,16.0
2015-08-21,23.6,21.4,22.3,98,1.25,5.32,38.2,1.06,14.0
2015-08-22,29.4,20.7,24.6,84,1.7,17.62,0.8,3.65,4.0
2015-08-23,29.8,22.6,25.2,85,1.62,18.0,4.0,3.7,10.0
2015-08-24,27.6,22.4,24.4,89,1.65,9.49,1.5,2.02,4.0
2015-08-25,31.5,21.7,24.7,85,2.01,19.09,15.5,3.97,10.0
2015-08-26,27.3,21.1,23.5,91,1.37,13.57,7.2,2.7,17.0
2015-08-27,29.7,21.6,24.4,88,1.38,18.16,2.3,3.63,7.0
2015-08-28,28.0,21.3,23.3,93,1.79,12.15,21.2,2.41,20.0
2015-08-29,27.0,21.4,23.0,94,1.22,11.21,25.4,2.25,18.0
2015-08-30,29.0,20.9,24.2,85,1.68,17.42,2.1,3.5,6.0
2015-08-31,30.2,21.3,24.8,85,1.44,20.1,3.7,4.07,9.0
2015-09-01,23.6,21.6,22.3,99,1.27,4.31,23.7,0.9,23.0
2015-09-02,29.0,21.7,24.6,84,1.84,18.5,1.7,3.76,5.0
2015-09-03,29.3,21.3,24.5,86,1.51,17.07,5.0,3.44,7.0
2015-09-04,29.2,21.3,24.2,90,0.92,15.81,23.8,3.19,11.0
2015-09-05,29.6,21.3,24.8,88,1.13,14.53,3.6,2.99,5.0
2015-09-06,27.0,21.6,23.8,91,1.44,12.5,11.2,2.5,15.0
2015-09-07,30.0,20.9,25.0,82,1.84,17.95,4.7,3.75,6.0
2015-09-08,27.8,21.1,23.5,91,1.59,10.57,8.1,2.14,12.0
2015-09-09,28.8,21.7,24.3,88,1.39,14.32,6.9,2.92,14.0
2015-09-10,30.2,21.4,24.9,85,1.04,19.41,1.8,3.92,6.0
2015-09-11,29.6,21.7,24.8,89,1.26,17.62,8.5,3.52,6.0
2015-09-12,32.4,22.1,26.0,84,1.32,19.89,5.6,4.12,3.0
2015-09-13,29.8,22.5,24.8,89,1.44,15.97,18.6,3.22,5.0
2015-09-14,28.8,21.8,24.6,87,1.48,15.93,1.8,3.21,8.0
2015-09-15,30.2,21.9,24.4,88,1.63,19.71,6.9,3.94,10.0
2015-09-16,27.8,21.3,23.7,90,1.74,13.96,3.8,2.76,5.0
2015-09-17,29.2,21.4,24.3,90,1.61,17.46,12.2,3.46,11.0
2015-09-18,29.1,21.5,24.5,87,1.36,16.0,4.3,3.25,11.0
2015-09-19,30.0,22.1,24.9,86,1.26,17.94,6.8,3.64,11.0
2015-09-20,28.1,21.6,24.2,90,1.11,15.22,14.5,3.03,14.0
2015-09-21,29.5,21.8,24.3,89,1.03,16.09,6.1,3.22,9.0
2015-09-22,30.0,21.1,24.5,89,1.31,18.9,6.3,3.77,9.0
2015-09-23,31.2,21.7,25.2,86,1.49,21.18,5.5,4.3,5.0
2015-09-24,30.9,21.6,24.9,88,1.34,18.86,9.7,3.86,11.0
2015-09-25,26.2,22.2,23.4,94,1.46,9.35,9.1,1.85,9.0
2015-09-26,31.3,21.3,25.7,81,1.29,17.36,0.6,3.64,4.0
2015-09-27,31.2,22.1,25.4,85,1.16,21.56,5.3,4.39,4.0
2015-09-28,29.9,21.6,24.5,90,1.32,17.26,14.8,3.43,13.0
2015-09-29,29.6,21.9,24.8,88,1.38,13.45,6.2,2.79,7.0
2015-09-30,30.9,21.7,24.6,89,0.93,18.5,23.6,3.76,9.0
2015-10-01,30.6,21.0,25.5,84,1.28,16.46,0.2,3.41,1.0
2015-10-02,32.2,22.3,25.8,86,1.46,20.44,8.3,4.22,9.0
2015-10-03,29.8,21.8,25.1,87,1.53,15.06,11.4,3.1,11.0
2015-10-04,32.2,21.6,25.3,87,1.13,20.78,10.3,4.27,11.0
2015-10-05,30.5,22.2,25.1,88,1.34,17.12,7.0,3.52,8.0
2015-10-06,31.8,22.2,25.5,88,0.79,20.01,4.1,4.13,4.0
2015-10-07,29.2,22.0,24.6,90,1.49,14.39,8.6,2.93,9.0
2015-10-08,30.5,20.6,24.8,88,1.04,17.38,5.8,3.53,7.0
2015-10-09,29.9,21.6,25.1,87,1.15,18.35,11.3,3.73,9.0
2015-10-10,30.3,21.6,24.9,86,1.06,16.99,5.1,3.47,10.0
2015-10-11,29.9,21.5,25.2,89,0.93,16.9,2.8,3.44,7.0
2015-10-12,32.6,22.1,26.4,84,0.98,20.92,1.8,4.35,4.0
2015-10-13,31.6,22.6,26.2,86,1.45,19.28,2.4,4.01,2.0
2015-10-14,31.6,22.8,25.6,87,1.59,19.11,4.2,3.89,6.0
2015-10-15,32.1,21.4,25.9,84,1.1,20.31,0.3,4.2,1.0
2015-10-16,32.7,21.8,26.5,81,1.47,21.99,0.8,4.62,3.0
2015-10-17,33.0,22.2,26.9,77,1.48,21.66,0.9,4.55,6.0
2015-10-18,31.8,22.8,26.4,84,1.32,19.51,2.3,4.03,5.0
2015-10-19,33.3,22.7,26.4,84,1.1,20.91,6.0,4.34,8.0
2015-10-20,30.2,22.1,25.4,88,1.29,16.81,3.4,3.44,6.0
2015-10-21,29.7,22.5,24.8,90,1.61,13.8,14.9,2.8,8.0
2015-10-22,29.8,21.5,25.0,87,1.68,16.07,1.5,3.26,4.0
2015-10-23,32.0,21.7,26.3,79,1.25,20.66,0.3,4.3,1.0
2015-10-24,32.4,22.5,27.0,79,1.8,20.38,0.9,4.38,3.0
2015-10-25,31.8,22.8,26.1,84,1.77,19.55,2.7,4.03,4.0
2015-10-26,30.5,22.2,25.8,84,1.48,16.34,0.4,3.39,2.0
2015-10-27,33.3,22.6,26.1,86,1.21,20.93,21.1,4.38,10.0
2015-10-28,30.7,22.1,25.2,89,1.31,16.33,7.1,3.36,4.0
2015-10-29,30.2,22.4,25.1,89,1.52,17.76,6.9,3.59,10.0
2015-10-30,31.8,22.3,25.3,86,1.24,18.87,23.8,3.87,9.0
2015-10-31,28.1,22.7,24.8,87,1.25,8.01,0.2,1.73,1.0
2015-11-01,31.3,22.2,25.0,86,1.5,16.77,7.3,3.43,4.0
2015-11-02,30.7,21.6,25.4,84,1.46,17.13,2.1,3.54,3.0
2015-11-03,33.6,21.6,27.4,70,1.5,21.57,0.0,4.84,0.0
2015-11-04,33.8,22.7,27.6,67,1.74,22.01,0.4,4.9,2.0
2015-11-05,32.3,23.5,27.2,74,1.54,20.96,0.8,4.44,2.0
2015-11-06,31.3,22.1,26.3,75,1.45,19.44,0.8,4.11,3.0
2015-11-07,32.0,21.3,26.5,71,1.54,20.09,0.0,4.35,0.0
2015-11-08,31.1,22.0,25.8,78,1.26,18.33,0.6,3.79,3.0
2015-11-09,32.3,21.7,26.2,74,1.57,17.37,2.3,3.82,2.0
2015-11-10,32.1,22.2,26.4,75,1.43,15.93,0.3,3.51,2.0
2015-11-11,33.1,22.8,27.2,71,1.74,19.81,0.1,4.39,1.0
2015-11-12,34.4,21.1,27.3,58,2.05,22.93,0.0,5.62,0.0
2015-11-13,34.5,19.7,26.6,48,2.17,22.96,0.0,5.83,0.0
2015-11-14,33.9,20.1,26.7,40,2.35,23.45,0.0,6.09,0.0
2015-11-15,33.9,19.3,26.5,49,1.34,22.86,0.0,5.18,0.0
2015-11-16,34.2,19.3,26.6,57,1.41,21.56,0.0,4.81,0.0
2015-11-17,31.6,21.1,26.6,66,1.37,19.18,0.0,4.21,0.0
2015-11-18,34.5,19.8,26.9,55,1.92,22.73,0.0,5.54,0.0
2015-11-19,34.9,18.6,26.8,45,1.86,22.72,0.0,5.59,0.0
2015-11-20,34.7,19.7,27.0,52,1.8,22.44,0.0,5.42,0.0
2015-11-21,34.6,19.0,26.7,49,1.76,22.42,0.0,5.4,0.0
2015-11-22,34.3,20.1,26.9,51,1.33,22.43,0.0,5.14,0.0
2015-11-23,35.3,20.8,27.8,54,1.42,21.25,0.0,4.96,0.0
2015-11-24,35.4,22.5,28.6,58,1.55,19.05,0.0,4.65,0.0
2015-11-25,35.2,22.0,28.5,56,1.46,20.4,0.0,4.82,0.0
2015-11-26,33.7,22.9,27.7,64,1.54,18.41,0.0,4.26,0.0
2015-11-27,33.7,22.5,27.7,65,1.74,18.82,0.0,4.36,0.0
2015-11-28,34.5,22.1,27.8,61,1.43,19.66,0.0,4.51,0.0
2015-11-29,35.4,21.7,28.0,55,1.68,21.59,0.0,5.25,0.0
2015-11-30,35.7,19.5,27.3,40,1.75,22.52,0.0,5.7,0.0
2015-12-01,35.7,19.3,27.2,35,2.21,22.37,0.0,5.98,0.0
2015-12-02,34.7,19.8,27.0,42,2.14,21.82,0.0,5.71,0.0
2015-12-03,34.1,20.6,26.5,35,2.77,21.67,0.0,6.2,0.0
2015-12-04,34.3,21.0,26.6,32,3.06,21.89,0.0,6.61,0.0
2015-12-05,33.7,19.7,26.0,34,2.5,21.97,0.0,6.08,0.0
